"county","naics","establishments","avg_employment","avg_wkly_wage","avg_annual_wage"
"Malheur County","541714",1,0,0,0
"Malheur County","541715",0,0,0,0
"Malheur County","541910",0,0,0,0
"Malheur County","541940",4,34,998,51896
"Malheur County","541990",6,11,702,36504
"Malheur County","551112",1,0,0,0
"Malheur County","551114",2,0,0,0
"Malheur County","561110",2,0,0,0
"Malheur County","561210",1,0,0,0
"Malheur County","561320",4,0,0,0
"Malheur County","561440",1,0,0,0
"Malheur County","561499",1,0,0,0
"Malheur County","561621",1,0,0,0
"Malheur County","561622",1,0,0,0
"Malheur County","561710",2,0,0,0
"Malheur County","561720",3,0,0,0
"Malheur County","561730",9,30,723,37596
"Malheur County","561910",1,0,0,0
"Malheur County","561990",2,0,0,0
"Malheur County","562111",2,0,0,0
"Malheur County","562910",2,0,0,0
"Malheur County","562991",2,0,0,0
"Malheur County","611110",2,0,0,0
"Malheur County","611699",1,0,0,0
"Malheur County","611710",2,0,0,0
"Malheur County","621111",13,156,1301,67652
"Malheur County","621210",14,109,982,51064
"Malheur County","621310",2,0,0,0
"Malheur County","621320",1,0,0,0
"Malheur County","621330",0,0,0,0
"Malheur County","621340",3,31,722,37544
"Malheur County","621399",1,0,0,0
"Malheur County","621410",2,0,0,0
"Malheur County","621420",5,0,0,0
"Malheur County","621492",1,0,0,0
"Malheur County","621493",1,0,0,0
"Malheur County","621511",1,0,0,0
"Malheur County","621512",2,0,0,0
"Malheur County","621610",1,0,0,0
"Malheur County","621910",4,0,0,0
"Malheur County","622110",3,0,0,0
"Malheur County","623210",1,0,0,0
"Malheur County","623220",1,0,0,0
"Malheur County","623311",1,0,0,0
"Malheur County","623312",9,0,0,0
"Malheur County","623990",1,0,0,0
"Malheur County","624110",3,0,0,0
"Malheur County","624120",50,230,628,32656
"Malheur County","624190",4,0,0,0
"Malheur County","624210",2,0,0,0
"Malheur County","624221",1,0,0,0
"Malheur County","624230",1,0,0,0
"Malheur County","624310",2,0,0,0
"Malheur County","624410",9,252,725,37700
"Malheur County","711320",1,0,0,0
"Malheur County","712110",1,0,0,0
"Malheur County","713290",1,0,0,0
"Malheur County","713990",1,0,0,0
"Malheur County","721110",9,0,0,0
"Malheur County","721211",2,0,0,0
"Malheur County","722310",1,0,0,0
"Malheur County","722320",1,0,0,0
"Malheur County","722330",3,0,0,0
"Malheur County","722410",10,62,338,17576
"Malheur County","722511",27,395,414,21528
"Malheur County","722513",25,448,448,23296
"Malheur County","722514",1,0,0,0
"Malheur County","722515",11,0,0,0
"Malheur County","811111",14,51,779,40508
"Malheur County","811114",3,5,622,32344
"Malheur County","811121",2,0,0,0
"Malheur County","811122",1,0,0,0
"Malheur County","811191",2,0,0,0
"Malheur County","811192",3,23,501,26052
"Malheur County","811198",1,0,0,0
"Malheur County","811210",1,0,0,0
"Malheur County","811310",9,0,0,0
"Malheur County","812112",4,12,660,34320
"Malheur County","812210",2,0,0,0
"Malheur County","812310",1,0,0,0
"Malheur County","812320",1,0,0,0
"Malheur County","812910",1,0,0,0
"Malheur County","813110",27,69,575,29900
"Malheur County","813312",4,0,0,0
"Malheur County","813410",1,0,0,0
"Malheur County","813910",1,0,0,0
"Malheur County","813930",2,0,0,0
"Malheur County","813990",2,0,0,0
"Malheur County","814110",12,12,761,39572
"Malheur County","999999",14,9,1477,76804
"Marion County","111140",1,0,0,0
"Marion County","111199",1,0,0,0
"Marion County","111219",27,0,0,0
"Marion County","111332",10,83,748,38896
"Marion County","111333",4,40,547,28444
"Marion County","111334",26,859,774,40248
"Marion County","111335",12,50,713,37076
"Marion County","111336",1,0,0,0
"Marion County","111339",5,0,0,0
"Marion County","111411",1,0,0,0
"Marion County","111419",6,0,0,0
"Marion County","111421",92,2574,986,51272
"Marion County","111422",10,423,974,50648
"Marion County","111940",4,20,1458,75816
"Marion County","111998",128,1503,984,51168
"Marion County","112111",3,0,0,0
"Marion County","112112",1,0,0,0
"Marion County","112120",13,149,1014,52728
"Marion County","112310",2,0,0,0
"Marion County","112320",3,0,0,0
"Marion County","112340",0,0,0,0
"Marion County","112910",4,11,978,50856
"Marion County","112920",2,0,0,0
"Marion County","112930",1,0,0,0
"Marion County","112990",2,0,0,0
"Marion County","113110",2,0,0,0
"Marion County","113210",1,0,0,0
"Marion County","113310",16,112,1318,68536
"Marion County","115112",15,93,1162,60424
"Marion County","115113",7,0,0,0
"Marion County","115114",16,269,1205,62660
"Marion County","115115",83,5665,485,25220
"Marion County","115116",2,0,0,0
"Marion County","115210",8,26,432,22464
"Marion County","115310",52,2425,2160,112320
"Marion County","212220",1,0,0,0
"Marion County","212312",1,0,0,0
"Marion County","212319",3,0,0,0
"Marion County","212321",8,0,0,0
"Marion County","212323",1,0,0,0
"Marion County","213112",1,0,0,0
"Marion County","213115",1,0,0,0
"Marion County","221111",1,0,0,0
"Marion County","221114",2,0,0,0
"Marion County","221118",0,0,0,0
"Marion County","221121",2,0,0,0
"Marion County","221210",1,0,0,0
"Marion County","221310",2,0,0,0
"Marion County","236115",469,1436,1163,60476
"Marion County","236116",11,0,0,0
"Marion County","236117",2,0,0,0
"Marion County","236118",127,426,978,50856
"Marion County","236210",4,19,1002,52104
"Marion County","236220",67,768,1683,87516
"Marion County","237110",28,0,0,0
"Marion County","237120",2,0,0,0
"Marion County","237130",27,583,2141,111332
"Marion County","237210",6,25,2142,111384
"Marion County","237310",26,516,2077,108004
"Marion County","237990",6,22,1486,77272
"Marion County","238111",17,61,1508,78416
"Marion County","238112",5,47,1821,94692
"Marion County","238121",2,0,0,0
"Marion County","238122",6,0,0,0
"Marion County","238131",37,0,0,0
"Marion County","238132",1,0,0,0
"Marion County","238141",13,54,1133,58916
"Marion County","238142",6,110,1605,83460
"Marion County","238151",2,0,0,0
"Marion County","238152",5,0,0,0
"Marion County","238161",98,479,1002,52104
"Marion County","238162",8,101,1886,98072
"Marion County","238171",57,0,0,0
"Marion County","238172",3,0,0,0
"Marion County","238191",1,0,0,0
"Marion County","238211",73,687,1756,91312
"Marion County","238212",34,757,2134,110968
"Marion County","238221",98,906,1464,76128
"Marion County","238222",17,142,1890,98280
"Marion County","238291",3,0,0,0
"Marion County","238292",8,0,0,0
"Marion County","238311",56,425,1238,64376
"Marion County","238312",12,248,1597,83044
"Marion County","238321",159,561,878,45656
"Marion County","238322",10,54,1214,63128
"Marion County","238331",55,160,1020,53040
"Marion County","238332",5,30,1601,83252
"Marion County","238341",20,0,0,0
"Marion County","238342",1,0,0,0
"Marion County","238351",36,107,1045,54340
"Marion County","238352",4,18,1053,54756
"Marion County","238391",12,0,0,0
"Marion County","238392",4,0,0,0
"Marion County","238911",38,255,1343,69836
"Marion County","238912",23,715,2004,104208
"Marion County","238991",44,222,1236,64272
"Marion County","238992",18,166,1155,60060
"Marion County","311111",1,0,0,0
"Marion County","311119",3,26,1428,74256
"Marion County","311224",1,0,0,0
"Marion County","311352",2,0,0,0
"Marion County","311411",7,0,0,0
"Marion County","311412",3,0,0,0
"Marion County","311421",5,263,1303,67756
"Marion County","311422",1,0,0,0
"Marion County","311423",2,0,0,0
"Marion County","311513",1,0,0,0
"Marion County","311612",5,68,563,29276
"Marion County","311710",1,0,0,0
"Marion County","311811",10,0,0,0
"Marion County","311812",10,125,473,24596
"Marion County","311830",2,0,0,0
"Marion County","311919",2,0,0,0
"Marion County","311920",2,0,0,0
"Marion County","311941",2,0,0,0
"Marion County","311991",3,0,0,0
"Marion County","311999",4,0,0,0
"Marion County","312111",1,0,0,0
"Marion County","312112",1,0,0,0
"Marion County","312113",1,0,0,0
"Marion County","312120",6,43,643,33436
"Marion County","312130",15,448,780,40560
"Marion County","312140",1,0,0,0
"Marion County","314120",1,0,0,0
"Marion County","314910",3,0,0,0
"Marion County","314999",2,0,0,0
"Marion County","315210",1,0,0,0
"Marion County","315250",2,0,0,0
"Marion County","315990",1,0,0,0
"Marion County","316110",1,0,0,0
"Marion County","321113",2,0,0,0
"Marion County","321114",1,0,0,0
"Marion County","321211",1,0,0,0
"Marion County","321215",3,0,0,0
"Marion County","321911",3,175,1292,67184
"Marion County","321912",2,0,0,0
"Marion County","321918",2,0,0,0
"Marion County","321920",12,344,1016,52832
"Marion County","321991",2,0,0,0
"Marion County","321992",2,0,0,0
"Marion County","321999",1,0,0,0
"Marion County","322211",3,0,0,0
"Marion County","323111",17,148,1064,55328
"Marion County","323113",7,45,829,43108
"Marion County","324121",2,0,0,0
"Marion County","325120",1,0,0,0
"Marion County","325130",0,0,0,0
"Marion County","325212",1,0,0,0
"Marion County","325311",0,0,0,0
"Marion County","325314",3,0,0,0
"Marion County","325320",2,0,0,0
"Marion County","325412",1,0,0,0
"Marion County","325510",4,94,1444,75088
"Marion County","325612",1,0,0,0
"Marion County","325620",2,0,0,0
"Marion County","325992",1,0,0,0
"Marion County","325998",1,0,0,0
"Marion County","326121",2,0,0,0
"Marion County","326122",1,0,0,0
"Marion County","326130",2,0,0,0
"Marion County","326191",2,0,0,0
"Marion County","326199",2,0,0,0
"Marion County","326212",2,0,0,0
"Marion County","326299",1,0,0,0
"Marion County","327120",1,0,0,0
"Marion County","327215",3,0,0,0
"Marion County","327320",3,0,0,0
"Marion County","327331",2,0,0,0
"Marion County","327390",2,0,0,0
"Marion County","327420",0,0,0,0
"Marion County","327991",3,0,0,0
"Marion County","327999",1,0,0,0
"Marion County","331492",1,0,0,0
"Marion County","331529",1,0,0,0
"Marion County","332114",1,0,0,0
"Marion County","332216",3,33,1250,65000
"Marion County","332311",7,118,1406,73112
"Marion County","332312",4,81,1379,71708
"Marion County","332313",3,27,1186,61672
"Marion County","332321",2,0,0,0
"Marion County","332322",9,295,1174,61048
"Marion County","332323",4,0,0,0
"Marion County","332710",13,0,0,0
"Marion County","332721",1,0,0,0
"Marion County","332722",1,0,0,0
"Marion County","332812",4,0,0,0
"Marion County","332813",2,0,0,0
"Marion County","332911",1,0,0,0
"Marion County","332994",1,0,0,0
"Marion County","332996",2,0,0,0
"Marion County","332999",11,142,1204,62608
"Marion County","333111",8,0,0,0
"Marion County","333120",2,0,0,0
"Marion County","333241",2,0,0,0
"Marion County","333243",2,0,0,0
"Marion County","333248",5,21,1068,55536
"Marion County","333310",2,0,0,0
"Marion County","333414",2,0,0,0
"Marion County","333511",1,0,0,0
"Marion County","333514",1,0,0,0
"Marion County","333517",1,0,0,0
"Marion County","333618",1,0,0,0
"Marion County","333912",1,0,0,0
"Marion County","333922",1,0,0,0
"Marion County","333992",1,0,0,0
"Marion County","333993",1,0,0,0
"Marion County","333996",1,0,0,0
"Marion County","334220",2,0,0,0
"Marion County","334290",4,0,0,0
"Marion County","334413",1,0,0,0
"Marion County","334418",3,27,1044,54288
"Marion County","334419",1,0,0,0
"Marion County","334510",1,0,0,0
"Marion County","334511",3,0,0,0
"Marion County","334513",1,0,0,0
"Marion County","334516",1,0,0,0
"Marion County","334519",2,0,0,0
"Marion County","334610",1,0,0,0
"Marion County","335210",1,0,0,0
"Marion County","335311",1,0,0,0
"Marion County","335314",1,0,0,0
"Marion County","335931",1,0,0,0
"Marion County","335999",1,0,0,0
"Marion County","336110",1,0,0,0
"Marion County","336211",2,0,0,0
"Marion County","336212",1,0,0,0
"Marion County","336214",2,0,0,0
"Marion County","336320",1,0,0,0
"Marion County","336330",1,0,0,0
"Marion County","336350",1,0,0,0
"Marion County","336360",1,0,0,0
"Marion County","336390",1,0,0,0
"Marion County","336411",1,0,0,0
"Marion County","336413",3,0,0,0
"Marion County","336999",1,0,0,0
"Marion County","337110",25,465,1052,54704
"Marion County","337121",1,0,0,0
"Marion County","337122",3,0,0,0
"Marion County","337126",1,0,0,0
"Marion County","337211",0,0,0,0
"Marion County","337212",3,0,0,0
"Marion County","337214",1,0,0,0
"Marion County","337215",3,0,0,0
"Marion County","339112",1,0,0,0
"Marion County","339113",2,0,0,0
"Marion County","339114",1,0,0,0
"Marion County","339116",9,36,801,41652
"Marion County","339910",2,0,0,0
"Marion County","339920",3,0,0,0
"Marion County","339940",3,18,971,50492
"Marion County","339950",9,89,1101,57252
"Marion County","339992",1,0,0,0
"Marion County","339999",6,0,0,0
"Marion County","423110",9,0,0,0
"Marion County","423120",13,166,1153,59956
"Marion County","423140",2,0,0,0
"Marion County","423210",1,0,0,0
"Marion County","423220",2,0,0,0
"Marion County","423310",11,82,1468,76336
"Marion County","423320",7,35,1439,74828
"Marion County","423390",6,23,1352,70304
"Marion County","423410",1,0,0,0
"Marion County","423420",6,35,1420,73840
"Marion County","423430",2,0,0,0
"Marion County","423440",3,0,0,0
"Marion County","423450",10,35,2271,118092
"Marion County","423490",6,13,3055,158860
"Marion County","423510",4,0,0,0
"Marion County","423520",1,0,0,0
"Marion County","423610",10,0,0,0
"Marion County","423620",2,0,0,0
"Marion County","423690",12,58,2093,108836
"Marion County","423710",11,312,1145,59540
"Marion County","423720",5,53,1260,65520
"Marion County","423730",4,0,0,0
"Marion County","423740",2,0,0,0
"Marion County","423810",5,63,2229,115908
"Marion County","423820",17,183,1620,84240
"Marion County","423830",20,90,1343,69836
"Marion County","423840",7,0,0,0
"Marion County","423850",12,86,1030,53560
"Marion County","423860",3,0,0,0
"Marion County","423910",2,0,0,0
"Marion County","423930",12,138,1096,56992
"Marion County","423940",1,0,0,0
"Marion County","423990",7,59,2249,116948
"Marion County","424130",1,0,0,0
"Marion County","424210",8,24,5884,305968
"Marion County","424310",2,0,0,0
"Marion County","424340",1,0,0,0
"Marion County","424350",2,0,0,0
"Marion County","424410",3,0,0,0
"Marion County","424430",3,0,0,0
"Marion County","424450",5,80,1340,69680
"Marion County","424470",1,0,0,0
"Marion County","424480",7,45,1299,67548
"Marion County","424490",17,195,1273,66196
"Marion County","424520",0,0,0,0
"Marion County","424590",6,69,1549,80548
"Marion County","424610",1,0,0,0
"Marion County","424690",10,0,0,0
"Marion County","424710",2,0,0,0
"Marion County","424720",7,0,0,0
"Marion County","424810",1,0,0,0
"Marion County","424910",30,408,1128,58656
"Marion County","424920",2,0,0,0
"Marion County","424930",8,104,1169,60788
"Marion County","424940",2,0,0,0
"Marion County","424950",2,0,0,0
"Marion County","424990",7,8,1496,77792
"Marion County","425120",96,251,2030,105560
"Marion County","441110",22,1219,1479,76908
"Marion County","441120",29,154,1063,55276
"Marion County","441210",5,51,1518,78936
"Marion County","441227",13,161,1151,59852
"Marion County","441330",47,394,770,40040
"Marion County","441340",25,254,1074,55848
"Marion County","444110",7,0,0,0
"Marion County","444120",13,0,0,0
"Marion County","444140",13,177,710,36920
"Marion County","444180",27,337,1167,60684
"Marion County","444230",4,20,956,49712
"Marion County","444240",23,327,740,38480
"Marion County","445110",44,2351,724,37648
"Marion County","445131",94,0,0,0
"Marion County","445132",1,0,0,0
"Marion County","445230",9,215,836,43472
"Marion County","445240",7,0,0,0
"Marion County","445250",2,0,0,0
"Marion County","445291",1,0,0,0
"Marion County","445292",6,0,0,0
"Marion County","445298",15,110,780,40560
"Marion County","445320",10,85,586,30472
"Marion County","449110",31,141,932,48464
"Marion County","449121",9,78,1536,79872
"Marion County","449122",5,17,571,29692
"Marion County","449129",12,130,604,31408
"Marion County","449210",41,449,932,48464
"Marion County","455110",14,624,532,27664
"Marion County","455211",8,2503,773,40196
"Marion County","455219",36,308,458,23816
"Marion County","456110",30,314,856,44512
"Marion County","456120",16,246,431,22412
"Marion County","456130",9,58,609,31668
"Marion County","456191",5,19,616,32032
"Marion County","456199",13,62,1238,64376
"Marion County","457110",53,559,571,29692
"Marion County","457120",16,0,0,0
"Marion County","457210",1,0,0,0
"Marion County","458110",99,1289,486,25272
"Marion County","458210",22,313,744,38688
"Marion County","458310",22,0,0,0
"Marion County","458320",3,0,0,0
"Marion County","459110",22,246,531,27612
"Marion County","459120",19,145,556,28912
"Marion County","459130",8,29,404,21008
"Marion County","459140",7,45,463,24076
"Marion County","459210",4,37,660,34320
"Marion County","459310",12,64,363,18876
"Marion County","459410",6,39,684,35568
"Marion County","459420",11,52,415,21580
"Marion County","459510",28,270,535,27820
"Marion County","459910",11,172,698,36296
"Marion County","459920",1,0,0,0
"Marion County","459930",3,0,0,0
"Marion County","459991",42,303,668,34736
"Marion County","459999",39,301,1200,62400
"Marion County","481111",1,0,0,0
"Marion County","481211",1,0,0,0
"Marion County","481212",3,0,0,0
"Marion County","481219",1,0,0,0
"Marion County","484110",14,147,1446,75192
"Marion County","484121",79,837,1269,65988
"Marion County","484122",4,90,1383,71916
"Marion County","484210",10,57,740,38480
"Marion County","484220",26,206,1588,82576
"Marion County","484230",3,15,1852,96304
"Marion County","485310",3,0,0,0
"Marion County","485320",1,0,0,0
"Marion County","485410",7,0,0,0
"Marion County","485510",1,0,0,0
"Marion County","485991",17,0,0,0
"Marion County","485999",1,0,0,0
"Marion County","487990",1,0,0,0
"Marion County","488119",2,0,0,0
"Marion County","488190",14,0,0,0
"Marion County","488210",1,0,0,0
"Marion County","488410",9,0,0,0
"Marion County","488490",4,0,0,0
"Marion County","488510",8,35,1312,68224
"Marion County","488991",1,0,0,0
"Marion County","491110",3,0,0,0
"Marion County","492110",11,728,1015,52780
"Marion County","492210",13,444,1196,62192
"Marion County","493110",10,0,0,0
"Marion County","493120",8,146,1424,74048
"Marion County","493130",2,0,0,0
"Marion County","493190",3,0,0,0
"Marion County","512110",14,0,0,0
"Marion County","512131",7,110,478,24856
"Marion County","512199",1,0,0,0
"Marion County","512230",1,0,0,0
"Marion County","513110",7,67,1274,66248
"Marion County","513120",4,0,0,0
"Marion County","513130",5,0,0,0
"Marion County","513199",2,0,0,0
"Marion County","513210",128,719,3123,162396
"Marion County","516110",4,30,735,38220
"Marion County","516120",0,0,0,0
"Marion County","516210",7,0,0,0
"Marion County","517111",17,0,0,0
"Marion County","517112",5,0,0,0
"Marion County","517121",2,0,0,0
"Marion County","517810",4,4,1840,95680
"Marion County","518210",21,68,2441,126932
"Marion County","519210",1,0,0,0
"Marion County","519290",1,0,0,0
"Marion County","522110",59,665,1316,68432
"Marion County","522130",27,0,0,0
"Marion County","522180",1,0,0,0
"Marion County","522220",2,0,0,0
"Marion County","522291",11,0,0,0
"Marion County","522292",16,139,2020,105040
"Marion County","522299",9,133,1513,78676
"Marion County","522310",19,32,1754,91208
"Marion County","522320",6,15,2667,138684
"Marion County","522390",4,16,790,41080
"Marion County","523150",27,0,0,0
"Marion County","523160",1,0,0,0
"Marion County","523210",1,0,0,0
"Marion County","523910",6,0,0,0
"Marion County","523940",64,163,2339,121628
"Marion County","523991",2,0,0,0
"Marion County","523999",1,0,0,0
"Marion County","524113",2,0,0,0
"Marion County","524114",10,0,0,0
"Marion County","524126",5,65,2053,106756
"Marion County","524127",5,0,0,0
"Marion County","524128",2,0,0,0
"Marion County","524130",1,0,0,0
"Marion County","524210",154,643,1419,73788
"Marion County","524291",6,0,0,0
"Marion County","524292",10,0,0,0
"Marion County","524298",7,35,831,43212
"Marion County","525110",1,0,0,0
"Marion County","525190",1,0,0,0
"Marion County","525920",1,0,0,0
"Marion County","531110",66,350,954,49608
"Marion County","531120",13,34,1671,86892
"Marion County","531130",29,76,657,34164
"Marion County","531190",27,64,851,44252
"Marion County","531210",148,290,1807,93964
"Marion County","531311",108,682,1187,61724
"Marion County","531312",6,110,2086,108472
"Marion County","531320",16,23,1309,68068
"Marion County","531390",9,42,1410,73320
"Marion County","532111",7,0,0,0
"Marion County","532120",6,0,0,0
"Marion County","532283",2,0,0,0
"Marion County","532289",14,0,0,0
"Marion County","532310",3,13,1540,80080
"Marion County","532411",1,0,0,0
"Marion County","532412",8,0,0,0
"Marion County","532420",1,0,0,0
"Marion County","532490",5,0,0,0
"Marion County","533110",4,16,1149,59748
"Marion County","541110",196,939,1511,78572
"Marion County","541191",3,0,0,0
"Marion County","541199",4,0,0,0
"Marion County","541211",46,376,1550,80600
"Marion County","541213",20,28,590,30680
"Marion County","541214",11,34,730,37960
"Marion County","541219",69,169,1035,53820
"Marion County","541310",13,63,1486,77272
"Marion County","541320",9,36,1509,78468
"Marion County","541330",69,687,2051,106652
"Marion County","541340",4,5,1250,65000
"Marion County","541350",10,18,804,41808
"Marion County","541370",10,58,1315,68380
"Marion County","541380",6,86,1132,58864
"Marion County","541410",6,12,1151,59852
"Marion County","541430",11,0,0,0
"Marion County","541490",2,0,0,0
"Marion County","541511",76,224,2624,136448
"Marion County","541512",43,121,2079,108108
"Marion County","541513",4,9,1637,85124
"Marion County","541519",11,9,1819,94588
"Marion County","541611",68,314,1837,95524
"Marion County","541612",7,29,1680,87360
"Marion County","541613",47,145,1337,69524
"Marion County","541614",10,120,922,47944
"Marion County","541618",27,81,1638,85176
"Marion County","541620",10,7,3125,162500
"Marion County","541690",98,214,1478,76856
"Marion County","541713",1,0,0,0
"Marion County","541714",6,0,0,0
"Marion County","541715",20,575,2139,111228
"Marion County","541720",2,0,0,0
"Marion County","541810",19,51,2531,131612
"Marion County","541820",17,60,2369,123188
"Marion County","541850",2,0,0,0
"Marion County","541860",2,0,0,0
"Marion County","541870",1,0,0,0
"Marion County","541890",7,153,509,26468
"Marion County","541910",5,16,1973,102596
"Marion County","541921",10,26,359,18668
"Marion County","541930",16,67,1114,57928
"Marion County","541940",40,573,1057,54964
"Marion County","541990",77,252,1901,98852
"Marion County","551112",4,10,3135,163020
"Marion County","551114",83,1141,1694,88088
"Marion County","561110",33,265,1544,80288
"Marion County","561210",8,40,1030,53560
"Marion County","561311",10,0,0,0
"Marion County","561312",1,0,0,0
"Marion County","561320",87,2478,697,36244
"Marion County","561330",13,65,1738,90376
"Marion County","561410",5,0,0,0
"Marion County","561421",2,0,0,0
"Marion County","561422",8,0,0,0
"Marion County","561431",6,0,0,0
"Marion County","561439",3,0,0,0
"Marion County","561440",5,41,1030,53560
"Marion County","561492",1,0,0,0
"Marion County","561499",11,0,0,0
"Marion County","561510",5,34,1565,81380
"Marion County","561520",1,0,0,0
"Marion County","561599",4,0,0,0
"Marion County","561611",15,0,0,0
"Marion County","561612",22,388,842,43784
"Marion County","561613",1,0,0,0
"Marion County","561621",10,54,1520,79040
"Marion County","561622",5,10,1039,54028
"Marion County","561710",16,99,958,49816
"Marion County","561720",126,1137,605,31460
"Marion County","561730",233,1638,987,51324
"Marion County","561740",10,55,625,32500
"Marion County","561790",23,58,1052,54704
"Marion County","561910",3,0,0,0
"Marion County","561920",2,0,0,0
"Marion County","561990",23,331,940,48880
"Marion County","562111",13,228,1523,79196
"Marion County","562112",1,0,0,0
"Marion County","562119",2,0,0,0
"Marion County","562213",1,0,0,0
"Marion County","562910",9,0,0,0
"Marion County","562920",1,0,0,0
"Marion County","562991",7,0,0,0
"Marion County","562998",2,0,0,0
"Marion County","611110",35,901,892,46384
"Marion County","611210",2,0,0,0
"Marion County","611310",15,848,1331,69212
"Marion County","611410",1,0,0,0
"Marion County","611420",1,0,0,0
"Marion County","611430",5,0,0,0
"Marion County","611511",5,34,618,32136
"Marion County","611512",2,0,0,0
"Marion County","611513",1,0,0,0
"Marion County","611519",8,53,906,47112
"Marion County","611610",20,0,0,0
"Marion County","611620",16,244,298,15496
"Marion County","611630",1,0,0,0
"Marion County","611691",11,0,0,0
"Marion County","611692",3,0,0,0
"Marion County","611699",10,82,700,36400
"Marion County","611710",26,120,1644,85488
"Marion County","621111",184,3273,1877,97604
"Marion County","621112",8,59,1674,87048
"Marion County","621210",131,1508,1551,80652
"Marion County","621310",56,271,767,39884
"Marion County","621320",16,144,815,42380
"Marion County","621330",93,384,1069,55588
"Marion County","621340",51,443,1048,54496
"Marion County","621391",5,46,1391,72332
"Marion County","621399",40,183,1000,52000
"Marion County","621410",3,0,0,0
"Marion County","621420",20,0,0,0
"Marion County","621491",9,623,2435,126620
"Marion County","621492",7,137,1411,73372
"Marion County","621493",5,90,1518,78936
"Marion County","621498",5,61,1117,58084
"Marion County","621511",13,0,0,0
"Marion County","621512",2,0,0,0
"Marion County","621610",23,1022,823,42796
"Marion County","621910",3,0,0,0
"Marion County","621991",4,108,999,51948
"Marion County","621999",5,0,0,0
"Marion County","622110",7,6651,2101,109252
"Marion County","622210",1,0,0,0
"Marion County","622310",1,0,0,0
"Marion County","623110",16,1160,1044,54288
"Marion County","623210",120,1442,818,42536
"Marion County","623220",9,117,901,46852
"Marion County","623311",6,488,865,44980
"Marion County","623312",105,1970,705,36660
"Marion County","623990",19,175,880,45760
"Marion County","624110",29,249,957,49764
"Marion County","624120",559,6496,715,37180
"Marion County","624190",38,422,986,51272
"Marion County","624210",3,0,0,0
"Marion County","624221",8,93,878,45656
"Marion County","624229",21,173,1035,53820
"Marion County","624230",2,0,0,0
"Marion County","624310",18,466,826,42952
"Marion County","624410",117,895,672,34944
"Marion County","711110",2,0,0,0
"Marion County","711120",1,0,0,0
"Marion County","711130",2,0,0,0
"Marion County","711211",3,0,0,0
"Marion County","711212",1,0,0,0
"Marion County","711219",1,0,0,0
"Marion County","711310",7,0,0,0
"Marion County","711320",3,0,0,0
"Marion County","711410",4,0,0,0
"Marion County","711510",13,26,526,27352
"Marion County","712110",8,64,550,28600
"Marion County","712120",2,0,0,0
"Marion County","712130",2,0,0,0
"Marion County","713110",1,0,0,0
"Marion County","713120",2,0,0,0
"Marion County","713290",4,0,0,0
"Marion County","713910",10,328,660,34320
"Marion County","713930",2,0,0,0
"Marion County","713940",41,583,325,16900
"Marion County","713950",5,0,0,0
"Marion County","713990",25,216,494,25688
"Marion County","721110",33,642,644,33488
"Marion County","721211",7,0,0,0
"Marion County","721214",4,0,0,0
"Marion County","722310",13,289,474,24648
"Marion County","722320",13,172,500,26000
"Marion County","722330",30,127,464,24128
"Marion County","722410",88,854,463,24076
"Marion County","722511",284,3935,599,31148
"Marion County","722513",288,4962,491,25532
"Marion County","722514",3,26,392,20384
"Marion County","722515",107,1163,515,26780
"Marion County","811111",85,361,1180,61360
"Marion County","811114",9,39,921,47892
"Marion County","811121",40,249,1307,67964
"Marion County","811122",7,23,1398,72696
"Marion County","811191",14,0,0,0
"Marion County","811192",23,152,713,37076
"Marion County","811198",2,0,0,0
"Marion County","811210",8,22,797,41444
"Marion County","811310",39,267,1207,62764
"Marion County","811412",2,0,0,0
"Marion County","811420",2,0,0,0
"Marion County","811490",8,24,737,38324
"Marion County","812111",7,10,579,30108
"Marion County","812112",42,148,752,39104
"Marion County","812113",24,151,728,37856
"Marion County","812191",2,0,0,0
"Marion County","812199",34,0,0,0
"Marion County","812210",9,53,803,41756
"Marion County","812220",4,26,1094,56888
"Marion County","812310",5,27,546,28392
"Marion County","812320",6,0,0,0
"Marion County","812331",2,0,0,0
"Marion County","812332",2,0,0,0
"Marion County","812910",20,110,739,38428
"Marion County","812921",3,0,0,0
"Marion County","812930",1,0,0,0
"Marion County","812990",13,18,764,39728
"Marion County","813110",201,1458,697,36244
"Marion County","813211",9,0,0,0
"Marion County","813219",2,0,0,0
"Marion County","813311",8,44,742,38584
"Marion County","813312",17,106,1033,53716
"Marion County","813319",26,121,1379,71708
"Marion County","813410",21,508,513,26676
"Marion County","813910",38,151,1753,91156
"Marion County","813920",17,82,2108,109616
"Marion County","813930",18,195,1049,54548
"Marion County","813940",1,0,0,0
"Marion County","813990",7,0,0,0
"Marion County","814110",153,104,697,36244
"Marion County","999999",96,81,1041,54132
"Morrow County","111140",8,0,0,0
"Morrow County","111150",2,0,0,0
"Morrow County","111211",4,0,0,0
"Morrow County","111219",1,0,0,0
"Morrow County","111332",1,0,0,0
"Morrow County","111334",1,0,0,0
"Morrow County","111940",2,0,0,0
"Morrow County","111998",9,0,0,0
"Morrow County","112111",8,0,0,0
"Morrow County","112112",2,0,0,0
"Morrow County","112120",5,213,1591,82732
"Morrow County","113310",3,0,0,0
"Morrow County","115112",1,0,0,0
"Morrow County","115113",5,82,1460,75920
"Morrow County","115114",3,0,0,0
"Morrow County","115115",2,0,0,0
