"county","naics","establishments","avg_employment","avg_wkly_wage","avg_annual_wage"
"Baker County","111140",1,0,0,0
"Baker County","111211",6,0,0,0
"Baker County","111219",1,0,0,0
"Baker County","111421",2,0,0,0
"Baker County","111940",1,0,0,0
"Baker County","111998",4,0,0,0
"Baker County","112111",22,0,0,0
"Baker County","112910",1,0,0,0
"Baker County","112990",1,0,0,0
"Baker County","113310",3,0,0,0
"Baker County","114210",1,0,0,0
"Baker County","115112",1,0,0,0
"Baker County","115113",1,0,0,0
"Baker County","115114",1,0,0,0
"Baker County","115115",1,0,0,0
"Baker County","115210",1,0,0,0
"Baker County","115310",2,0,0,0
"Baker County","212220",3,0,0,0
"Baker County","212319",1,0,0,0
"Baker County","221111",2,0,0,0
"Baker County","221115",1,0,0,0
"Baker County","221122",1,0,0,0
"Baker County","221210",1,0,0,0
"Baker County","221310",4,0,0,0
"Baker County","236115",26,91,1133,58916
"Baker County","236118",4,14,1164,60528
"Baker County","236220",3,30,1516,78832
"Baker County","237110",2,0,0,0
"Baker County","237120",1,0,0,0
"Baker County","237130",1,0,0,0
"Baker County","237310",2,0,0,0
"Baker County","237990",2,0,0,0
"Baker County","238111",1,0,0,0
"Baker County","238122",1,0,0,0
"Baker County","238161",3,0,0,0
"Baker County","238211",5,0,0,0
"Baker County","238212",3,0,0,0
"Baker County","238221",6,0,0,0
"Baker County","238222",1,0,0,0
"Baker County","238311",2,0,0,0
"Baker County","238321",3,10,678,35256
"Baker County","238341",1,0,0,0
"Baker County","238352",1,0,0,0
"Baker County","238911",6,0,0,0
"Baker County","238912",1,0,0,0
"Baker County","238991",1,0,0,0
"Baker County","311811",1,0,0,0
"Baker County","312113",1,0,0,0
"Baker County","312120",1,0,0,0
"Baker County","312130",1,0,0,0
"Baker County","312140",1,0,0,0
"Baker County","316990",1,0,0,0
"Baker County","321912",2,0,0,0
"Baker County","323111",0,0,0,0
"Baker County","323113",2,0,0,0
"Baker County","327110",1,0,0,0
"Baker County","327310",1,0,0,0
"Baker County","327320",2,0,0,0
"Baker County","331529",1,0,0,0
"Baker County","332312",0,0,0,0
"Baker County","332323",1,0,0,0
"Baker County","332912",1,0,0,0
"Baker County","332994",1,0,0,0
"Baker County","333111",1,0,0,0
"Baker County","333132",1,0,0,0
"Baker County","336211",1,0,0,0
"Baker County","337110",3,11,403,20956
"Baker County","339116",2,0,0,0
"Baker County","339920",1,0,0,0
"Baker County","339999",1,0,0,0
"Baker County","423420",1,0,0,0
"Baker County","423510",1,0,0,0
"Baker County","423820",3,17,1370,71240
"Baker County","424210",2,0,0,0
"Baker County","424450",1,0,0,0
"Baker County","424490",1,0,0,0
"Baker County","424720",1,0,0,0
"Baker County","424810",2,0,0,0
"Baker County","424910",3,0,0,0
"Baker County","425120",3,0,0,0
"Baker County","441110",2,0,0,0
"Baker County","441227",2,0,0,0
"Baker County","441330",5,0,0,0
"Baker County","441340",2,0,0,0
"Baker County","444110",2,0,0,0
"Baker County","444140",2,0,0,0
"Baker County","444240",2,0,0,0
"Baker County","445110",6,0,0,0
"Baker County","445131",2,0,0,0
"Baker County","445240",1,0,0,0
"Baker County","445298",3,0,0,0
"Baker County","445320",4,0,0,0
"Baker County","449110",1,0,0,0
"Baker County","449121",1,0,0,0
"Baker County","449210",3,0,0,0
"Baker County","455110",1,0,0,0
"Baker County","455219",3,0,0,0
"Baker County","456110",1,0,0,0
"Baker County","456130",1,0,0,0
"Baker County","456199",1,0,0,0
"Baker County","457110",9,0,0,0
"Baker County","457120",1,0,0,0
"Baker County","458110",3,0,0,0
"Baker County","458310",1,0,0,0
"Baker County","459110",1,0,0,0
"Baker County","459130",1,0,0,0
"Baker County","459210",1,0,0,0
"Baker County","459310",1,0,0,0
"Baker County","459410",1,0,0,0
"Baker County","459420",1,0,0,0
"Baker County","459510",2,0,0,0
"Baker County","459920",1,0,0,0
"Baker County","459991",3,0,0,0
"Baker County","459999",1,0,0,0
"Baker County","484121",9,6,1528,79456
"Baker County","484220",3,0,0,0
"Baker County","484230",1,0,0,0
"Baker County","485410",1,0,0,0
"Baker County","488119",1,0,0,0
"Baker County","488190",1,0,0,0
"Baker County","488410",3,0,0,0
"Baker County","488490",1,0,0,0
"Baker County","492110",1,0,0,0
"Baker County","493110",2,0,0,0
"Baker County","512131",1,0,0,0
"Baker County","513110",2,0,0,0
"Baker County","513210",3,0,0,0
"Baker County","516210",1,0,0,0
"Baker County","517111",4,0,0,0
"Baker County","517121",1,0,0,0
"Baker County","522110",6,30,877,45604
"Baker County","522130",3,0,0,0
"Baker County","522220",1,0,0,0
"Baker County","522292",1,0,0,0
"Baker County","522299",1,0,0,0
"Baker County","523150",2,0,0,0
"Baker County","523940",2,0,0,0
"Baker County","523999",0,0,0,0
"Baker County","524113",0,0,0,0
"Baker County","524210",4,18,960,49920
"Baker County","531110",2,0,0,0
"Baker County","531130",2,0,0,0
"Baker County","531190",1,0,0,0
"Baker County","531210",10,18,827,43004
"Baker County","531311",3,0,0,0
"Baker County","531312",1,0,0,0
"Baker County","531320",1,0,0,0
"Baker County","532289",1,0,0,0
"Baker County","541110",8,17,911,47372
"Baker County","541191",2,0,0,0
"Baker County","541199",1,0,0,0
"Baker County","541211",7,43,1077,56004
"Baker County","541213",2,0,0,0
"Baker County","541219",3,0,0,0
"Baker County","541330",5,0,0,0
"Baker County","541350",1,0,0,0
"Baker County","541511",4,0,0,0
"Baker County","541519",2,0,0,0
"Baker County","541611",4,0,0,0
"Baker County","541613",1,0,0,0
"Baker County","541620",3,0,0,0
"Baker County","541690",2,0,0,0
"Baker County","541940",3,0,0,0
"Baker County","541990",1,0,0,0
"Baker County","551114",3,16,837,43524
"Baker County","561110",3,0,0,0
"Baker County","561320",3,0,0,0
"Baker County","561439",1,0,0,0
"Baker County","561520",1,0,0,0
"Baker County","561621",1,0,0,0
"Baker County","561622",1,0,0,0
"Baker County","561720",5,0,0,0
"Baker County","561730",8,31,601,31252
"Baker County","561740",1,0,0,0
"Baker County","561920",1,0,0,0
"Baker County","562111",1,0,0,0
"Baker County","562212",1,0,0,0
"Baker County","611110",1,0,0,0
"Baker County","611310",1,0,0,0
"Baker County","611430",1,0,0,0
"Baker County","611610",1,0,0,0
"Baker County","611710",1,0,0,0
"Baker County","621111",5,109,1956,101712
"Baker County","621210",7,39,972,50544
"Baker County","621310",2,0,0,0
"Baker County","621320",1,0,0,0
"Baker County","621330",1,0,0,0
"Baker County","621340",2,0,0,0
"Baker County","621391",1,0,0,0
"Baker County","621399",1,0,0,0
"Baker County","621420",2,0,0,0
"Baker County","621610",3,34,1172,60944
"Baker County","621910",1,0,0,0
"Baker County","622110",1,0,0,0
"Baker County","623210",4,0,0,0
"Baker County","623220",3,0,0,0
"Baker County","623312",4,0,0,0
"Baker County","624110",1,0,0,0
"Baker County","624120",31,92,404,21008
"Baker County","624190",4,0,0,0
"Baker County","624210",1,0,0,0
"Baker County","624221",1,0,0,0
"Baker County","624310",1,0,0,0
"Baker County","624410",5,8,1053,54756
"Baker County","713110",1,0,0,0
"Baker County","713910",1,0,0,0
"Baker County","713920",1,0,0,0
"Baker County","713950",1,0,0,0
"Baker County","713990",1,0,0,0
"Baker County","721110",12,0,0,0
"Baker County","721191",1,0,0,0
"Baker County","721211",4,0,0,0
"Baker County","722410",5,16,266,13832
"Baker County","722511",17,182,565,29380
"Baker County","722513",14,150,435,22620
"Baker County","722515",3,40,376,19552
"Baker County","811111",5,0,0,0
"Baker County","811114",2,0,0,0
"Baker County","811121",3,0,0,0
"Baker County","811122",1,0,0,0
"Baker County","811198",1,0,0,0
"Baker County","811210",1,0,0,0
"Baker County","811310",3,0,0,0
"Baker County","811411",1,0,0,0
"Baker County","812210",2,0,0,0
"Baker County","812310",1,0,0,0
"Baker County","812990",1,0,0,0
"Baker County","813110",20,57,474,24648
"Baker County","813311",1,0,0,0
"Baker County","813312",1,0,0,0
"Baker County","813319",1,0,0,0
"Baker County","813410",5,52,269,13988
"Baker County","813910",2,0,0,0
"Baker County","814110",11,4,546,28392
"Baker County","999999",8,10,909,47268
"Benton County","111140",1,0,0,0
"Benton County","111219",7,157,617,32084
"Benton County","111332",1,0,0,0
"Benton County","111334",2,0,0,0
"Benton County","111335",3,0,0,0
"Benton County","111421",8,97,811,42172
"Benton County","111422",3,11,554,28808
"Benton County","111940",2,0,0,0
"Benton County","111998",35,0,0,0
"Benton County","112111",2,0,0,0
"Benton County","112120",2,0,0,0
"Benton County","112410",1,0,0,0
"Benton County","112910",2,0,0,0
"Benton County","112930",1,0,0,0
"Benton County","113110",3,0,0,0
"Benton County","113310",17,0,0,0
"Benton County","114111",1,0,0,0
"Benton County","115113",2,0,0,0
"Benton County","115114",3,0,0,0
"Benton County","115115",2,0,0,0
"Benton County","115116",1,0,0,0
"Benton County","115210",7,26,329,17108
"Benton County","115310",14,293,1945,101140
"Benton County","212220",1,0,0,0
"Benton County","212319",2,0,0,0
"Benton County","212321",1,0,0,0
"Benton County","221114",1,0,0,0
"Benton County","221115",1,0,0,0
"Benton County","221122",1,0,0,0
"Benton County","221320",1,0,0,0
"Benton County","236115",57,0,0,0
"Benton County","236117",1,0,0,0
"Benton County","236118",31,281,1066,55432
"Benton County","236210",1,0,0,0
"Benton County","236220",20,0,0,0
"Benton County","237110",4,0,0,0
"Benton County","237130",3,0,0,0
"Benton County","237210",2,0,0,0
"Benton County","237310",7,50,1230,63960
"Benton County","237990",1,0,0,0
"Benton County","238111",3,0,0,0
"Benton County","238131",1,0,0,0
"Benton County","238151",1,0,0,0
"Benton County","238161",5,59,1152,59904
"Benton County","238211",14,41,1446,75192
"Benton County","238212",5,0,0,0
"Benton County","238221",21,0,0,0
"Benton County","238222",1,0,0,0
"Benton County","238291",1,0,0,0
"Benton County","238311",3,0,0,0
"Benton County","238321",12,46,967,50284
"Benton County","238331",4,4,814,42328
"Benton County","238341",1,0,0,0
"Benton County","238351",4,0,0,0
"Benton County","238352",1,0,0,0
"Benton County","238392",1,0,0,0
"Benton County","238911",6,0,0,0
"Benton County","238912",2,0,0,0
"Benton County","238991",10,0,0,0
"Benton County","238992",4,0,0,0
"Benton County","311119",1,0,0,0
"Benton County","311352",1,0,0,0
"Benton County","311811",3,0,0,0
"Benton County","311812",1,0,0,0
"Benton County","312111",1,0,0,0
"Benton County","312120",3,0,0,0
"Benton County","312130",12,148,973,50596
"Benton County","312140",1,0,0,0
"Benton County","312230",1,0,0,0
"Benton County","315210",1,0,0,0
"Benton County","316210",1,0,0,0
"Benton County","316990",1,0,0,0
"Benton County","321113",4,0,0,0
"Benton County","321211",1,0,0,0
"Benton County","321212",1,0,0,0
"Benton County","322130",1,0,0,0
"Benton County","322211",1,0,0,0
"Benton County","322299",1,0,0,0
"Benton County","323111",7,0,0,0
"Benton County","323113",2,0,0,0
"Benton County","323120",1,0,0,0
"Benton County","324191",0,0,0,0
"Benton County","325199",1,0,0,0
"Benton County","325212",1,0,0,0
"Benton County","325411",1,0,0,0
"Benton County","325412",2,0,0,0
"Benton County","325413",1,0,0,0
"Benton County","326199",3,0,0,0
"Benton County","327320",1,0,0,0
"Benton County","327331",1,0,0,0
"Benton County","327420",1,0,0,0
"Benton County","327993",1,0,0,0
"Benton County","331491",1,0,0,0
"Benton County","332510",1,0,0,0
"Benton County","332710",9,0,0,0
"Benton County","333111",2,0,0,0
"Benton County","333242",1,0,0,0
"Benton County","333243",1,0,0,0
"Benton County","333248",3,0,0,0
"Benton County","333310",1,0,0,0
"Benton County","333413",1,0,0,0
"Benton County","333517",1,0,0,0
"Benton County","333618",1,0,0,0
"Benton County","333993",1,0,0,0
"Benton County","334118",3,77,1495,77740
"Benton County","334220",1,0,0,0
"Benton County","334310",2,0,0,0
"Benton County","334413",3,0,0,0
"Benton County","334419",1,0,0,0
"Benton County","334516",1,0,0,0
"Benton County","334519",2,0,0,0
"Benton County","335132",1,0,0,0
"Benton County","336310",1,0,0,0
"Benton County","336320",1,0,0,0
"Benton County","336390",1,0,0,0
"Benton County","336413",1,0,0,0
"Benton County","336612",1,0,0,0
"Benton County","337110",2,0,0,0
"Benton County","337122",1,0,0,0
"Benton County","337211",1,0,0,0
"Benton County","337215",1,0,0,0
"Benton County","339116",2,0,0,0
"Benton County","339910",1,0,0,0
"Benton County","339920",1,0,0,0
"Benton County","339930",2,0,0,0
"Benton County","339940",1,0,0,0
"Benton County","339950",1,0,0,0
"Benton County","339992",1,0,0,0
"Benton County","339999",2,0,0,0
"Benton County","423110",1,0,0,0
"Benton County","423210",1,0,0,0
"Benton County","423310",4,0,0,0
"Benton County","423320",1,0,0,0
"Benton County","423430",4,0,0,0
"Benton County","423450",4,0,0,0
"Benton County","423610",2,0,0,0
"Benton County","423620",1,0,0,0
"Benton County","423690",4,0,0,0
"Benton County","423820",2,0,0,0
"Benton County","423830",3,0,0,0
"Benton County","423840",1,0,0,0
"Benton County","423850",1,0,0,0
"Benton County","423910",2,0,0,0
"Benton County","423930",3,0,0,0
"Benton County","424110",1,0,0,0
"Benton County","424120",1,0,0,0
"Benton County","424130",2,0,0,0
"Benton County","424210",2,0,0,0
"Benton County","424410",1,0,0,0
"Benton County","424490",3,0,0,0
"Benton County","424690",1,0,0,0
"Benton County","424710",1,0,0,0
"Benton County","424810",1,0,0,0
"Benton County","424910",6,53,773,40196
"Benton County","424950",1,0,0,0
"Benton County","424990",4,0,0,0
"Benton County","425120",28,0,0,0
"Benton County","441110",7,0,0,0
"Benton County","441120",3,0,0,0
"Benton County","441227",1,0,0,0
"Benton County","441330",10,104,966,50232
"Benton County","441340",5,0,0,0
"Benton County","444110",2,0,0,0
"Benton County","444120",2,0,0,0
"Benton County","444140",6,54,888,46176
"Benton County","444180",4,16,985,51220
"Benton County","444230",1,0,0,0
"Benton County","444240",9,0,0,0
"Benton County","445110",15,1025,688,35776
"Benton County","445131",19,111,535,27820
"Benton County","445298",4,36,655,34060
"Benton County","445320",6,31,578,30056
"Benton County","449110",10,59,862,44824
"Benton County","449121",3,0,0,0
"Benton County","449129",4,0,0,0
"Benton County","449210",11,39,966,50232
"Benton County","455110",4,0,0,0
"Benton County","455211",2,0,0,0
"Benton County","455219",7,0,0,0
"Benton County","456110",6,61,938,48776
"Benton County","456120",3,0,0,0
"Benton County","456191",4,31,594,30888
"Benton County","456199",3,0,0,0
"Benton County","457110",6,0,0,0
"Benton County","457120",5,0,0,0
"Benton County","457210",1,0,0,0
"Benton County","458110",15,163,912,47424
"Benton County","458210",4,20,498,25896
"Benton County","458310",4,23,719,37388
"Benton County","459110",7,55,536,27872
"Benton County","459120",5,54,461,23972
"Benton County","459130",1,0,0,0
"Benton County","459140",1,0,0,0
"Benton County","459210",4,21,438,22776
"Benton County","459310",3,11,347,18044
"Benton County","459410",1,0,0,0
"Benton County","459420",7,0,0,0
"Benton County","459510",10,141,481,25012
"Benton County","459910",6,73,550,28600
"Benton County","459991",12,154,694,36088
"Benton County","459999",8,21,873,45396
"Benton County","484110",4,0,0,0
"Benton County","484121",15,0,0,0
"Benton County","484122",1,0,0,0
"Benton County","484210",4,63,868,45136
"Benton County","484220",8,0,0,0
"Benton County","484230",1,0,0,0
"Benton County","485410",4,0,0,0
"Benton County","485991",2,0,0,0
"Benton County","488119",1,0,0,0
"Benton County","488190",1,0,0,0
"Benton County","488410",1,0,0,0
"Benton County","488490",1,0,0,0
"Benton County","488510",1,0,0,0
"Benton County","492110",1,0,0,0
"Benton County","492210",2,0,0,0
"Benton County","493110",1,0,0,0
"Benton County","493130",1,0,0,0
"Benton County","493190",1,0,0,0
"Benton County","512110",6,17,3305,171860
"Benton County","512131",2,0,0,0
"Benton County","512199",1,0,0,0
"Benton County","512230",1,0,0,0
"Benton County","512240",1,0,0,0
"Benton County","512290",1,0,0,0
"Benton County","513120",5,0,0,0
"Benton County","513130",3,0,0,0
"Benton County","513210",56,265,1991,103532
"Benton County","516110",1,0,0,0
"Benton County","516210",3,0,0,0
"Benton County","517111",7,0,0,0
"Benton County","517112",1,0,0,0
"Benton County","518210",12,17,1816,94432
"Benton County","519290",0,0,0,0
"Benton County","522110",19,167,1443,75036
"Benton County","522130",13,292,1739,90428
"Benton County","522220",1,0,0,0
"Benton County","522291",3,0,0,0
"Benton County","522292",5,0,0,0
"Benton County","522310",6,0,0,0
"Benton County","522320",1,0,0,0
"Benton County","523150",14,0,0,0
"Benton County","523910",1,0,0,0
"Benton County","523940",29,82,1796,93392
"Benton County","523999",1,0,0,0
"Benton County","524113",1,0,0,0
"Benton County","524114",3,0,0,0
"Benton County","524126",1,0,0,0
"Benton County","524127",4,0,0,0
"Benton County","524210",31,0,0,0
"Benton County","524291",1,0,0,0
"Benton County","525920",1,0,0,0
"Benton County","531110",20,108,972,50544
"Benton County","531120",1,0,0,0
"Benton County","531130",3,0,0,0
"Benton County","531190",8,17,542,28184
"Benton County","531210",35,71,921,47892
"Benton County","531311",30,0,0,0
"Benton County","531312",2,0,0,0
"Benton County","531320",3,0,0,0
"Benton County","532111",3,0,0,0
"Benton County","532120",1,0,0,0
"Benton County","532210",1,0,0,0
"Benton County","532289",1,0,0,0
"Benton County","532310",2,0,0,0
"Benton County","532490",2,0,0,0
"Benton County","533110",1,0,0,0
"Benton County","541110",27,0,0,0
"Benton County","541191",1,0,0,0
"Benton County","541211",15,46,1077,56004
"Benton County","541213",6,0,0,0
"Benton County","541214",3,0,0,0
"Benton County","541219",23,41,745,38740
"Benton County","541310",4,5,1757,91364
"Benton County","541330",39,432,3784,196768
"Benton County","541350",1,0,0,0
"Benton County","541360",4,0,0,0
"Benton County","541370",4,17,1157,60164
"Benton County","541380",4,34,1308,68016
"Benton County","541430",5,0,0,0
"Benton County","541490",1,0,0,0
"Benton County","541511",38,149,2002,104104
"Benton County","541512",22,0,0,0
"Benton County","541519",2,0,0,0
"Benton County","541611",19,30,1334,69368
"Benton County","541612",5,9,1257,65364
"Benton County","541613",20,29,1677,87204
"Benton County","541618",9,25,1753,91156
"Benton County","541620",14,111,1365,70980
"Benton County","541690",51,83,1774,92248
"Benton County","541714",2,0,0,0
"Benton County","541715",28,0,0,0
"Benton County","541820",3,5,1310,68120
"Benton County","541830",1,0,0,0
"Benton County","541870",1,0,0,0
"Benton County","541890",1,0,0,0
"Benton County","541910",4,14,2086,108472
"Benton County","541921",2,0,0,0
"Benton County","541922",2,0,0,0
"Benton County","541930",2,0,0,0
"Benton County","541940",20,300,1157,60164
"Benton County","541990",27,46,1589,82628
"Benton County","551112",2,0,0,0
"Benton County","551114",20,0,0,0
"Benton County","561110",8,0,0,0
"Benton County","561210",4,0,0,0
"Benton County","561311",4,0,0,0
"Benton County","561320",12,108,686,35672
"Benton County","561330",2,0,0,0
"Benton County","561410",4,0,0,0
"Benton County","561421",1,0,0,0
"Benton County","561431",3,0,0,0
"Benton County","561439",2,0,0,0
"Benton County","561440",0,0,0,0
"Benton County","561510",1,0,0,0
"Benton County","561591",1,0,0,0
"Benton County","561599",2,0,0,0
"Benton County","561611",1,0,0,0
"Benton County","561612",2,0,0,0
"Benton County","561621",2,0,0,0
"Benton County","561710",1,0,0,0
"Benton County","561720",30,406,738,38376
"Benton County","561730",51,186,738,38376
"Benton County","561740",1,0,0,0
"Benton County","561790",5,0,0,0
"Benton County","561920",5,0,0,0
"Benton County","561990",5,0,0,0
"Benton County","562111",2,0,0,0
"Benton County","562212",2,0,0,0
"Benton County","611110",8,128,870,45240
"Benton County","611310",7,26,1141,59332
"Benton County","611420",2,0,0,0
"Benton County","611430",5,0,0,0
"Benton County","611511",1,0,0,0
"Benton County","611512",1,0,0,0
"Benton County","611513",1,0,0,0
"Benton County","611519",1,0,0,0
"Benton County","611610",6,0,0,0
"Benton County","611620",7,54,292,15184
"Benton County","611630",1,0,0,0
"Benton County","611691",2,0,0,0
"Benton County","611692",1,0,0,0
"Benton County","611699",3,33,676,35152
"Benton County","611710",9,26,973,50596
"Benton County","621111",58,837,1954,101608
"Benton County","621112",4,11,1729,89908
"Benton County","621210",42,330,1319,68588
"Benton County","621310",11,55,822,42744
"Benton County","621320",4,34,1119,58188
"Benton County","621330",25,91,1169,60788
"Benton County","621340",14,123,1094,56888
"Benton County","621391",1,0,0,0
"Benton County","621399",13,0,0,0
"Benton County","621420",6,62,1297,67444
"Benton County","621492",2,0,0,0
"Benton County","621498",2,0,0,0
"Benton County","621511",5,45,1756,91312
"Benton County","621610",4,0,0,0
"Benton County","621910",1,0,0,0
"Benton County","621991",1,0,0,0
"Benton County","621999",1,0,0,0
"Benton County","622110",4,0,0,0
"Benton County","623110",2,0,0,0
"Benton County","623210",29,292,888,46176
"Benton County","623220",11,454,1012,52624
"Benton County","623311",1,0,0,0
"Benton County","623312",20,0,0,0
"Benton County","623990",1,0,0,0
"Benton County","624110",4,0,0,0
"Benton County","624120",69,547,554,28808
"Benton County","624190",19,0,0,0
"Benton County","624210",4,0,0,0
"Benton County","624221",5,0,0,0
"Benton County","624229",1,0,0,0
"Benton County","624230",1,0,0,0
"Benton County","624310",7,159,588,30576
"Benton County","624410",25,336,548,28496
"Benton County","711130",8,0,0,0
"Benton County","711190",2,0,0,0
"Benton County","711211",1,0,0,0
"Benton County","711310",3,10,450,23400
"Benton County","711320",4,12,735,38220
"Benton County","711410",2,0,0,0
"Benton County","711510",6,5,829,43108
"Benton County","712110",1,0,0,0
"Benton County","712130",1,0,0,0
"Benton County","713910",4,152,485,25220
"Benton County","713940",19,255,329,17108
"Benton County","713950",1,0,0,0
"Benton County","713990",6,0,0,0
"Benton County","721110",14,239,588,30576
"Benton County","721310",11,7,534,27768
"Benton County","722310",13,241,617,32084
"Benton County","722320",2,0,0,0
"Benton County","722330",5,0,0,0
"Benton County","722410",11,88,521,27092
"Benton County","722511",82,1273,567,29484
"Benton County","722513",78,1346,454,23608
"Benton County","722514",1,0,0,0
"Benton County","722515",36,0,0,0
"Benton County","811111",25,0,0,0
"Benton County","811114",2,0,0,0
"Benton County","811121",5,0,0,0
"Benton County","811122",3,0,0,0
"Benton County","811191",4,129,794,41288
"Benton County","811192",4,0,0,0
"Benton County","811198",1,0,0,0
"Benton County","811210",2,0,0,0
"Benton County","811310",7,7,966,50232
"Benton County","811412",1,0,0,0
"Benton County","811420",2,0,0,0
"Benton County","811490",1,0,0,0
"Benton County","812111",2,0,0,0
"Benton County","812112",18,157,738,38376
"Benton County","812113",5,0,0,0
"Benton County","812199",9,24,517,26884
"Benton County","812210",2,0,0,0
"Benton County","812220",2,0,0,0
"Benton County","812310",1,0,0,0
"Benton County","812320",3,0,0,0
"Benton County","812910",11,55,473,24596
"Benton County","812930",0,0,0,0
"Benton County","812990",5,22,448,23296
"Benton County","813110",60,356,546,28392
"Benton County","813211",7,0,0,0
"Benton County","813212",1,0,0,0
"Benton County","813219",1,0,0,0
"Benton County","813311",7,22,928,48256
"Benton County","813312",20,118,1129,58708
"Benton County","813319",3,5,2664,138528
"Benton County","813410",6,27,915,47580
"Benton County","813910",7,71,1245,64740
"Benton County","813920",5,0,0,0
"Benton County","813930",6,19,608,31616
"Benton County","813940",1,0,0,0
"Benton County","813990",5,29,560,29120
"Benton County","814110",70,38,630,32760
"Benton County","999999",31,16,1701,88452
"Clackamas County","111140",1,0,0,0
"Clackamas County","111219",13,360,1042,54184
"Clackamas County","111332",2,0,0,0
"Clackamas County","111333",2,0,0,0
"Clackamas County","111334",15,124,635,33020
"Clackamas County","111335",8,24,975,50700
"Clackamas County","111336",1,0,0,0
"Clackamas County","111339",1,0,0,0
"Clackamas County","111419",16,70,809,42068
"Clackamas County","111421",97,1595,1048,54496
"Clackamas County","111422",11,157,955,49660
"Clackamas County","111940",2,0,0,0
"Clackamas County","111998",68,0,0,0
"Clackamas County","112111",9,19,926,48152
"Clackamas County","112120",4,23,922,47944
"Clackamas County","112210",2,0,0,0
"Clackamas County","112310",3,0,0,0
"Clackamas County","112320",2,0,0,0
"Clackamas County","112340",1,0,0,0
"Clackamas County","112410",1,0,0,0
"Clackamas County","112910",5,25,911,47372
"Clackamas County","112920",5,0,0,0
"Clackamas County","112990",3,0,0,0
"Clackamas County","113110",3,8,1730,89960
"Clackamas County","113210",3,55,1064,55328
"Clackamas County","113310",26,155,1367,71084
"Clackamas County","114111",3,0,0,0
"Clackamas County","114112",1,0,0,0
"Clackamas County","114210",1,0,0,0
"Clackamas County","115112",5,23,1079,56108
"Clackamas County","115113",1,0,0,0
"Clackamas County","115114",6,190,967,50284
"Clackamas County","115115",13,1317,600,31200
"Clackamas County","115116",1,0,0,0
"Clackamas County","115210",26,96,670,34840
"Clackamas County","115310",14,66,693,36036
"Clackamas County","212311",1,0,0,0
"Clackamas County","212319",1,0,0,0
"Clackamas County","212321",5,39,1355,70460
"Clackamas County","212390",1,0,0,0
"Clackamas County","213111",1,0,0,0
"Clackamas County","213115",1,0,0,0
"Clackamas County","221111",3,0,0,0
"Clackamas County","221114",2,0,0,0
"Clackamas County","221115",1,0,0,0
"Clackamas County","221121",3,0,0,0
"Clackamas County","221122",1,0,0,0
"Clackamas County","221310",7,0,0,0
"Clackamas County","221320",2,0,0,0
"Clackamas County","236115",472,1068,1318,68536
"Clackamas County","236116",16,0,0,0
"Clackamas County","236117",6,0,0,0
"Clackamas County","236118",217,875,1213,63076
"Clackamas County","236210",3,12,1763,91676
"Clackamas County","236220",104,1318,2069,107588
"Clackamas County","237110",23,0,0,0
"Clackamas County","237120",1,0,0,0
"Clackamas County","237130",25,549,2438,126776
"Clackamas County","237210",16,32,1775,92300
"Clackamas County","237310",21,314,2239,116428
"Clackamas County","237990",14,156,1532,79664
"Clackamas County","238111",32,244,1319,68588
"Clackamas County","238112",11,106,1366,71032
"Clackamas County","238121",1,0,0,0
"Clackamas County","238122",9,0,0,0
"Clackamas County","238131",28,72,840,43680
"Clackamas County","238132",8,93,1095,56940
"Clackamas County","238141",26,64,971,50492
"Clackamas County","238142",11,176,1348,70096
"Clackamas County","238151",13,0,0,0
"Clackamas County","238152",5,0,0,0
"Clackamas County","238161",61,656,1356,70512
"Clackamas County","238162",6,63,1250,65000
"Clackamas County","238171",37,0,0,0
"Clackamas County","238172",1,0,0,0
"Clackamas County","238191",4,0,0,0
"Clackamas County","238192",1,0,0,0
"Clackamas County","238211",87,542,1608,83616
"Clackamas County","238212",52,813,1944,101088
"Clackamas County","238221",163,1311,1550,80600
"Clackamas County","238222",51,1283,2103,109356
"Clackamas County","238291",3,28,1483,77116
"Clackamas County","238292",14,140,2344,121888
"Clackamas County","238311",37,111,1050,54600
"Clackamas County","238312",15,825,2055,106860
"Clackamas County","238321",112,508,1050,54600
"Clackamas County","238322",12,235,1313,68276
"Clackamas County","238331",56,176,1042,54184
"Clackamas County","238332",9,104,1920,99840
"Clackamas County","238341",20,0,0,0
"Clackamas County","238342",2,0,0,0
"Clackamas County","238351",60,292,1215,63180
"Clackamas County","238352",6,50,1695,88140
"Clackamas County","238391",5,29,991,51532
"Clackamas County","238392",9,85,1667,86684
"Clackamas County","238911",70,209,1310,68120
"Clackamas County","238912",28,512,2027,105404
"Clackamas County","238991",69,406,1397,72644
"Clackamas County","238992",18,186,1841,95732
"Clackamas County","311111",3,0,0,0
"Clackamas County","311119",1,0,0,0
"Clackamas County","311211",1,0,0,0
"Clackamas County","311340",1,0,0,0
"Clackamas County","311352",5,0,0,0
"Clackamas County","311411",1,0,0,0
"Clackamas County","311412",2,0,0,0
"Clackamas County","311421",3,0,0,0
"Clackamas County","311422",1,0,0,0
"Clackamas County","311423",0,0,0,0
"Clackamas County","311511",3,0,0,0
"Clackamas County","311512",2,0,0,0
"Clackamas County","311513",2,0,0,0
"Clackamas County","311520",1,0,0,0
"Clackamas County","311611",4,37,828,43056
"Clackamas County","311612",2,0,0,0
"Clackamas County","311710",2,0,0,0
"Clackamas County","311811",8,90,509,26468
